area_ratio	2.000000e+00
axial_length	8.142080e-02
Cp_compressible	8.131660e-01
Cp_incompressible	9.470178e-01
Cp_ideal	7.498151e-01
eta_drop_friction	1.108762e-03
eta_drop_kinetic	1.379969e-02
Cf	1.000000e-02
phi	5.235988e-01
div	8.726646e-02
phi_1	4.363323e-01
phi_2	6.108652e-01
r_1_in	7.041835e-02
r_2_in	1.142247e-01
r_1_out	1.103033e-01
r_2_out	1.683564e-01
b_in	5.058317e-02
b_out	6.703395e-02
A_in	2.934194e-02
A_out	5.868388e-02
dh_s	1.420230e+02
