area_ratio	2.000000e+00
axial_length	4.178865e-01
Cp_compressible	7.386206e-01
Cp_incompressible	7.461442e-01
Cp_ideal	7.498930e-01
eta_drop_friction	3.996687e-04
eta_drop_kinetic	6.066423e-03
Cf	1.000000e-02
phi	5.235988e-01
div	8.726646e-02
phi_1	4.363323e-01
phi_2	6.108652e-01
r_1_in	3.477097e-01
r_2_in	5.795162e-01
r_1_out	5.524163e-01
r_2_out	8.573434e-01
b_in	2.676671e-01
b_out	3.520996e-01
A_in	7.797052e-01
A_out	1.559410e+00
dh_s	5.559256e+01
