u	0.000000e+00	0.000000e+00	3.981818e+02	3.981818e+02	0.000000e+00	0.000000e+00	3.981818e+02	3.981818e+02	0.000000e+00	0.000000e+00	3.981818e+02	3.981818e+02	0.000000e+00	0.000000e+00	3.981818e+02	3.981818e+02	0.000000e+00
alpha	0.000000e+00	1.396263e+00	1.396263e+00	2.610226e-01	2.610226e-01	1.351398e+00	1.351398e+00	2.611100e-01	2.611100e-01	1.304477e+00	1.304477e+00	2.613054e-01	2.613054e-01	1.241268e+00	1.241268e+00	5.413303e-02	6.750593e-02
beta	0.000000e+00	1.396263e+00	-2.608403e-01	-1.365699e+00	2.610226e-01	1.351398e+00	-2.610791e-01	-1.324619e+00	2.611100e-01	1.304477e+00	-2.612211e-01	-1.267762e+00	2.613054e-01	1.241268e+00	-2.613549e-01	-1.200662e+00	6.750593e-02
Ma	9.026828e-02	6.159521e-01	6.159521e-01	1.328852e-01	1.328852e-01	6.469032e-01	6.469032e-01	1.676995e-01	1.676995e-01	6.848592e-01	6.848592e-01	2.185963e-01	2.185963e-01	7.332381e-01	7.332381e-01	3.013897e-01	1.953123e-01
Ma_rel	9.026828e-02	6.159521e-01	1.107037e-01	6.303771e-01	1.328852e-01	6.469032e-01	1.457321e-01	6.648196e-01	1.676995e-01	6.848592e-01	1.865719e-01	7.076515e-01	2.185963e-01	7.332381e-01	2.456141e-01	8.319448e-01	1.953123e-01
A	4.586761e-02	4.854221e-02	4.854221e-02	5.182041e-02	5.182041e-02	6.021054e-02	6.021054e-02	6.815981e-02	6.815981e-02	7.988320e-02	7.988320e-02	9.079682e-02	9.079682e-02	1.083250e-01	1.083250e-01	1.244860e-01	2.156160e-01
H	2.772733e-02	2.934415e-02	2.934415e-02	3.132585e-02	3.132585e-02	3.639775e-02	3.639775e-02	4.120314e-02	4.120314e-02	4.829003e-02	4.829003e-02	5.488740e-02	5.488740e-02	6.548333e-02	6.548333e-02	7.525275e-02	1.069968e-01
r_m	2.632802e-01	2.632802e-01	2.632802e-01	2.632802e-01	2.632802e-01	2.632802e-01	2.632802e-01	2.632802e-01	2.632802e-01	2.632802e-01	2.632802e-01	2.632802e-01	2.632802e-01	2.632802e-01	2.632802e-01	2.632802e-01	3.207231e-01
r_h	2.494165e-01	2.486081e-01	2.486081e-01	2.476172e-01	2.476172e-01	2.450813e-01	2.450813e-01	2.426786e-01	2.426786e-01	2.391351e-01	2.391351e-01	2.358365e-01	2.358365e-01	2.305385e-01	2.305385e-01	2.256538e-01	2.743921e-01
r_t	2.771438e-01	2.779522e-01	2.779522e-01	2.789431e-01	2.789431e-01	2.814790e-01	2.814790e-01	2.838817e-01	2.838817e-01	2.874252e-01	2.874252e-01	2.907239e-01	2.907239e-01	2.960218e-01	2.960218e-01	3.009065e-01	3.670541e-01
